id,name,genre,grade,country,year,poster,time,description,orig_name,pivgrade,urllive,urlclub
658,Я дома дорама (2019),Драма,09.06,Южная Корея,2019,https://doramy.club/wp-content/uploads/2020/09/ya-doma.jpg,1 час 32 мин,"Ын Со живет одна, и не очень хорошо общается со своей семьей. Ее родители давно развелись, и никто из родственников не связывается с отцом. Однажды срок ее договора аренды квартиры начал истекать, и Ын Со занялась поиском новой. Вот только она объездила уже больше десятка квартир и ни одна ей не понравилась. И тогда, чтобы хоть где-то остановиться она решила приехать к отцу в город, в котором росла. И именно там она осознала, что она наконец-то дома…",Jib iyagi,1.2,https://doramalive.ru/dorama/ya_doma/,https://doramy.club/22227-ya-doma.html
659,Подходящее место для могилы | Фэншуй дорама (2018),"Драма, Исторический",08.06,Южная Корея,2018,https://doramy.club/wp-content/uploads/2018/12/podxodyashhee-mesto-dlya-mogily.jpg,2 часа 06 мин.,"Главный герой фильма «Подходящее место для могилы» молодой мастер фэншуй Пак Чжэ Сан, имел неосторожность встать на пути у могущественного придворного министра Кима. Во время выбора могилы для недавно скончавшегося короля он вопреки утверждениям других мастеров определил место как неподходящее и сулил большие беды монаршей семье.  Однако его слова не были услышаны, а вскоре дом вместе с его женой и ребенком сгорел из-за поджога. С тех пор минуло 13 лет, Чжэ Сан странствует по стране зарабатывая на жизнь своим мастерством выбирая благоприятные места для разных целей людей. Он намерен поквитаться за своих родных, тем временем во дворце продолжаются интриги и заговоры против молодого короля.",Myungdang,1.2,\N,https://doramy.club/9569-podxodyashhee-mesto-dlya-mogily.html
660,Детектив К: Тайна затерянного острова дорама (2015),"Детектив, Исторический, Комедия",8.44,Южная Корея,2015,https://doramy.club/wp-content/uploads/2018/03/detektiv-k-tajna.jpg,2 часа 05 мин.,"События фильма «Детектив К: Тайна затерянного острова» происходят спустя несколько лет после успешного раскрытия детективом Кимом заговора против короля Чончжо. На этот раз страну наводнили фальшивые деньги, что ставит под угрозу экономическую стабильность государства. Вместе со своим другом и помощником Сок Пилем, детектив Ким Мин берется за расследование этого непростого дела. Находясь в ссылке он знакомится с маленькой девочкой Да Хэ, которая просит о помощи в поиске ее исчезнувшей сестры. Вскоре и сама Да Хэ пропадает. Тогда детектив Ким решает отправится на континент, чтобы  найти ребенка, в это время на берегу начинают находить окоченевшие тела девочек. Определенно, что все эти события связаны между собой…",Detective K: Secret of the Lost Island,1.4,https://doramalive.ru/dorama/detective_k_secret_of_the_lost_island/,https://doramy.club/5315-detektiv-k-tajna-zateryannogo-ostrova.html
661,Цветущий кизил дорама (2010),"Драма, Мелодрама",8.39,Япония,2010,https://doramy.club/wp-content/uploads/2019/06/cvetushhij-kizil1.jpg,2 часа 7 мин,"Сая — ученица средней школы. Она рано осталась без отца, поэтому старательно учится, ведь перед ней стоит цель — поступить в Тодай. Сая живет с мамой на Хоккайдо. Однажды она встретила молодого человека по имени Кёхей. Он ходит на специальные курсы, где обучают рыболовству. Ведь он намерен продолжить семейное дело. Сая и Кёхей длительное время общаются на расстояние, но их чувства не смогли побороть сотни миль между ними. Если судьба, то она обязательно сведет, так и произошло с ребятами, они встретились через 10 лет.",Hanamizuki,2.7,\N,https://doramy.club/12081-cvetushhij-kizil.html
662,Клиент дорама (2011),"Детектив, Драма, Триллер",8.52,Южная Корея,2011,https://doramy.club/wp-content/uploads/2019/09/klient.jpg,2 часа,"В центре сюжета детективного фильма «Клиент» лежит судебное дело об убийстве жены. Подсудимого берется защищать профессиональный адвокат, дело строится на косвенных уликах, так как тело женщины не нашли. Однако прокурор уверен в том, что обвиняемый хладнокровный и циничный убийца, который все продумал и теперь прикидывается жертвой. Тем временем дело привлекает внимание прессы и становится достоянием общественности. Какова же окажется правда, совершит ли правосудие ошибку или сможет докопаться до правды.",Uiroein,1.4,https://doramalive.ru/dorama/klient_2011/,https://doramy.club/14002-klient.html
663,Детектив Хон Гиль Дон дорама (2016),"Боевик, Детектив, Драма, Криминал",8.54,Южная Корея,2016,https://doramy.club/wp-content/uploads/2018/04/detektiv-xon-gil-don.jpg,2 часа 05 мин.,"Глава тайной организации по борьбе с преступностью детектив Хон Гиль Дон хорош во всем, его имя известно среди бандитов, которые боятся и жаждут его смерти. Герой уже много лет ищет человека по имени Ким Бен Док, у него с ним свои давние счеты. Расследование приводит его в заброшенное место, где проживает старик со своими внучками. Но перед приездом мужчину похищают, он оказывается тем самым Бен Доком, которого детектив искал столько лет. Гиль Дон решает втереться в доверие к его внучкам, чтобы использовать в своей игре и сталкивается с могущественной преступной группировкой.",Detective Hong Gil Dong,2.4,https://doramalive.ru/dorama/detektiv_khon_gil_don/,https://doramy.club/5633-detektiv-xon-gil-don.html
664,"Рука демона, уничтожающая цветы дорама (2020)","Боевик, Драма, Исторический, Мелодрама, Фэнтези",7.95,Китай,2020,https://doramy.club/wp-content/uploads/2021/04/ruka-demona-unichtozhayushhaya-cvety.jpg,1 час 16 мин,"Цзян Фэй — фея, отвечающая за цветы. Однажды она спускается ненадолго на землю послушать столетний гром, но по стечению обстоятельств она решает остаться еще на какое-то время, превратившись в прекрасную розу. Сун Ичэнь — инспектор, расследующий одно убийство. Несмотря на серьезную профессию, он очень добр и любит цветы, смотреть на их красоту и ухаживать за ними. Получилось так, что Цзян Фэй в виде розы оказалась именно в его саду. Сун Ичэнь ухаживал за цветком все это время, пока он внезапно не исчез. Это очень расстроило молодого человека.\
Однажды на него нападает дух дерева, и Цзян Фэй спасает Сун Ичэня, укрыв его на Третьем небе Хуасянь. Парень не предполагал, что встретил снова его любимый цветок. Между героями складываются теплые отношения, но по правилам, фее и обычному смертному нельзя быть вместе, к тому же возникает множество проблем и загадок помимо этого. Что же произойдет с нашими героями в будущем? Чтобы узнать это, смотрите дораму «Рука демона, уничтожающая цветы».",Yao Shou Cui Hua,1.2,\N,https://doramy.club/25510-ruka-demona-unichtozhayushhaya-cvety.html
665,Дом над временем дорама (2017),"Ужасы, Фантастика",8.74,Южная Корея,2017,https://doramy.club/wp-content/uploads/2017/10/dom-nad-vremenem.jpg,1 час 39 мин.,"Спустя много лет Ми Хи возвращается в свой старый дом, чтобы найти пропавшего сына. Это зловещее место скрывает тайну преступления, совершенного в злополучную ночь. В результате примерная домохозяйка Мин Хи была обвинена в убийстве своего мужа и исчезновении одного из сыновей. Настал момент когда дом над временем раскроет свои секреты.",House Above Time,1.2,https://doramalive.ru/dorama/house_above_time/,https://doramy.club/3365-dom-nad-vremenem.html
666,Класс английского языка дорама (2020),Драма,8.56,Южная Корея,2020,https://doramy.club/wp-content/uploads/2021/01/klass-anglijskogo-yazyka.jpg,1 час 50 мин,"Сюжет полнометражного фильма «Класс английского языка» разворачивается вокруг трёх подруг, работающих в одной компании. Однажды начальство сообщает, что те сотрудники, которые наберут выше 600 баллов на экзамене TOEIC, получат повышение. Девушки незамедлительно начинают посещать уроки английского в этой же компании. Однако совсем скоро выясняется, что корпорация ведёт грязные дела и остаётся безнаказанной. Чтобы вывести компанию на чистую воду, девушки объединяются. Смогут ли они разобраться во всех преступлениях, узнаем, посмотрев дораму.",Samjingeurup yeongeotoikban,1.2,\N,https://doramy.club/24009-klass-anglijskogo-yazyka.html
667,Судьба: История Камакуры дорама (2017),"Детектив, Мелодрама, Фэнтези",9.11,Япония,2017,https://doramy.club/wp-content/uploads/2018/09/sudba-istoriya-kamakury.jpg,2 часа 09 мин.,"Главный герой сказочного фильма «Судьба: История Камакуры» писатель Иссики, привозит домой молодую красавицу жену. Вскоре девушка узнает, что в ныне провинциальном городке Камакура, а в прошлом столице Японии, все еще живы старые традиции и вера в духов. Но что самое важное вся местная жизнь пропитана атмосферой загадочности, а древние божества и духи действительно составляют часть местного колорита. Главные герои станут свидетелями мистических событий и приложат не мало усилий в борьбе за свое счастье.",Destiny: Kamakura monogatari,1.2,\N,https://doramy.club/8107-sudba-istoriya-kamakury.html
668,Мастер меча дорама (2016),"Боевые искусства, Драма, Мелодрама",8.46,"Гонконг, Китай",2016,https://doramy.club/wp-content/uploads/2020/11/master-mecha.jpg,1 час 47 мин,"В фильме рассказывается история двух мастеров боевых искусств. Янь Ши Сань много лет стремился безупречно овладеть мечом, чтобы одолеть своего заклятого врага, Се Сяо Фэна. Это было главной целью его жизни. Для этого Янь Ши Сань приезжает в его деревню, но опаздывает. По словам отца Сяо Фэна, его сын уже покоится в гробу. Тогда наш герой теряет смысл своего существования, так как он больше не может достичь главную цель в жизни. Но это не конец, а самое начало нашей истории. Оказывается, Се Сяо Фэн разочаровался в своей жизни и решил быть обычным, бедным человеком, вдали от крови и смертей. В один прекрасный день судьба все же сводит двух мастеров плечом к плечу. Что же будет дальше?",San shao ye de jian,1.2,\N,https://doramy.club/23250-master-mecha.html
669,Адвокат: пропавшее тело дорама (2015),"Детектив, Драма",9.14,Южная Корея,2015,https://doramy.club/wp-content/uploads/2020/04/advokat-propavshee-telo.jpg,1 час 57 мин,"Бён Хо Сон – это море обаяния с толикой цинизма. Он – лучший адвокат своего агентства, с легкостью разбивающий своих противников в зале суда. Но ему достается бесперспективное дело, в котором есть убийца, но нет жертвы, так еще и прокурор по делу – его бывшая девушка. В день суда Бен Хо Сон готов как никогда: идеальная выстроенная линия защиты, убедительная речь, дело почти выиграно! Но все идет не по плану…",Sungnan Byeonhosa,1.4,https://doramalive.ru/dorama/the_advocate_a_missing_body/,https://doramy.club/18292-advokat-propavshee-telo.html
670,Любовь похожа на прошедший дождь дорама (2018),"Драма, Комедия, Мелодрама",8.44,Япония,2018,https://doramy.club/wp-content/uploads/2019/08/lyubov-poxozha-na-proshedshij-dozhd.jpg,1 час 50 мин,"Акира Татибана — обычная школьница, подрабатывающая в семейном кафе. Она отвергает ухаживания ровесников, ведь ее сердце принадлежит взрослому мужчине. Являясь ее начальником, Масами Кондо и не догадывается о чувствах девушки. Он разведен и воспитывает маленького сына. На работе его не уважают и подшучивают за его спиной. Но Акира иначе смотрит на все его действия, находя Масами самым привлекательным на свете. Однажды она решается признаться в своих чувствах. Устоит ли мужчина перед наивностью и красотой юной девушки?",Koi wa Ameagari no You ni,2.2,https://doramalive.ru/dorama/love_is_like_after_the_rain/,https://doramy.club/13570-lyubov-poxozha-na-proshedshij-dozhd.html
671,Ниндзя-убийца дорама (2009),"Боевик, Боевые искусства, Триллер",09.01,США,2009,https://doramy.club/wp-content/uploads/2018/08/nindzya-ubijca.jpg,1 час 37 мин,"Сюжет фильма «Ниндзя-убийца» разворачивается вокруг одного из самых опасных убий по имени Райдзо. Он вырос в закрытой школе, где учеников обучают боевым искусствам и делают из них профессиональных убийц, которые в любой момент могут выполнить поставленное задание и без каких любо колебаний забрать человеческую жизнь. \
Однако Райдзо всегда отличался от других учеников и готов был проявлять милосердие и сострадание, что недопустимо для ниндзя. Парень даже решается совершить побег из школы, чтобы начать самостоятельную жизнь. Вот только клан, который создает убийц, так просто его не отпустит. Теперь Райдзо собираются найти и казнить за предательство его бывшие товарищи, которые преданы клану.",Ninja Assassin,1.5,\N,https://doramy.club/7645-nindzya-ubijca.html
672,Большой брат дорама (2018),"Боевик, Комедия",09.06,Гонконг,2018,https://doramy.club/wp-content/uploads/2018/12/bolshoj-brat.jpg,1 час 40 мин,"Полнометражный фильм «Большой брат» расскажет нам историю учителя Чан Хака, бывшего опытного военного, который еще совсем недавно воевал в горячих точках. Но обстоятельства сложились так, что ему приходиться вернуться из уже привычного США в Гонконг, чтобы стать учителем старших классов. Однако ученики оказались не самыми любезными и с презрением отнеслись к новому учителю. Однако бывший офицер с лёгкостью проходит все испытания, которые школьники для него готовили. Тут-то и начинается борьба учителя с нерадивыми учениками. Постепенно Чан Хак меняет своих подопечных, дисциплинируя их и воспитывая. Между ребятами и преподавателем вскоре завязывается крепкая дружба. Вот только похищение бандитами одно из его учеников заставляет героя вернуться к прошлому и использовать все свои навыки для его спасения.",Dai si hing,1.5,https://doramalive.ru/dorama/bolshoy_brat/,https://doramy.club/9531-bolshoj-brat.html
673,Да или Нет дорама (2010),"Комедия, Мелодрама",7.38,Таиланд,2010,https://doramy.club/wp-content/uploads/2019/03/da-ili-net.jpg,1 час 45 мин,"Лакорн «Да или нет» является романтической экранизацией однополых отношений. В главных ролях юные студентки, живущие по соседству друг с другом. В жизни каждой из них происходит маленькая драма, наполненная нежными чувствами и эмоциями. \
Девушки Пхай и Ким совершенно разные по характеру девушки, предпочитающие разные стили одежды, но единые в одном: любовь, действительно, является одной из важнейших компонентов в жизни человека…Несмотря на то, что отношения между ними изначально не заладились, жизненные пути девушек будут пересекаться вновь и вновь!",Yes or No: Yaak Rak Gaw Rak Loey,1.2,https://doramalive.ru/dorama/yes_or_n/,https://doramy.club/11235-da-ili-net.html
674,Принцесса-медуза дорама (2014),"Комедия, Мелодрама",7.67,Япония,2014,https://doramy.club/wp-content/uploads/2019/09/princessa-meduza.jpg,2 часа 5 мин,"Главная героиня фильма «Принцесса-медуза» Цукими Курасите переезжает в столицу для исполнения своей большой мечты стать первоклассным иллюстратором. В большом городе ей не по карману арендовать  отдельную квартиру, поэтому она заселяется в специфические женское общежитие Амамидзукан. Здесь свои правила игры. Но помимо всего скромная и замкнутая Цукими большая любительница медуз. Однажды рассматривая морских живностей в зоомагазине с ней случается казус. Но мимо проходящая красотка помогает ей выпутаться из этой неприятной ситуации. К большому удивлению Цукими, её спасительницей оказывается студент Кураносукэ Коибути…",Kuragehime,2.7,https://doramalive.ru/dorama/princess_jellyfish/,https://doramy.club/13912-princessa-meduza.html
675,Наше тело дорама (2019),"Драма, Спорт",08.07,Южная Корея,2019,https://doramy.club/wp-content/uploads/2020/08/nashe-telo.jpg,1 час 35 мин,"Сюжет дорамы «Наше тело» разворачивается вокруг девушки по имени Джи Ён. Уже несколько лет она пытается сдать государственный экзамен, но, к сожалению, безуспешно. Однажды вечером, гуляя по улице и рассуждая о своей никчёмной жизни, она вдруг замечает прекрасную девушку. Она просто пробежала мимо Джи Ён, однако уже только это произвело на неё неизгладимое впечатление. Восхищённая бегуньей, героиня наделялась увидеть её снова. К чему приведёт желание быть похожей на пробегающую девушку и такой неподдельный интерес к ней, узнаем, посмотрев дораму.",Our Body,1.2,\N,https://doramy.club/21690-nashe-telo.html
676,Брошенный кролик дорама (2011),"Драма, Комедия",9.38,Япония,2011,https://doramy.club/wp-content/uploads/2020/11/broshennyj-krolik.jpg,1 час 54 мин,"Дайкичи — парень средних лет, у него нет ни жены, ни детей, он весь в работе. Однажды, когда умирает его дед, Дайкичи узнает, что тот удочерил 6-летнюю девочку. И теперь после смерти старика, никто не хочет оставлять малышку у себя. И было решено сдать ее в детдом. Но Дайкичи стало жалко девочку и он все же забрал ее к себе. Вот только он никогда не воспитывал детей, и вообще не знает, что да как. Сможет ли новоиспеченный отец справиться с такой задачей?",Usagi Drop,2.7,\N,https://doramy.club/23563-broshennyj-krolik.html
677,Ночь живых мертвецов дорама (2020),"Боевик, Комедия, Триллер, Ужасы, Фантастика",8.63,Южная Корея,2020,https://doramy.club/wp-content/uploads/2021/05/noch-zhivyx-mertvecov.jpg,1 час 50 мин,"Дорама рассказывает о молодожёнах, Пак Со Хи и Ман Гиле. У них в отношениях все идеально, любовь и страсть. Однажды Со Хи идет на встречу выпускников и рассказывает одноклассницам о своем прекрасном муже. Те начали завидовать, ведь Ман Гиль из хорошей семьи и закончил престижный вуз заграницей. Однако они начали сплетничать о том, что он может изменять наивной девушке. Со Хи сначала не придала этому особого значения, но после начала замечать странности в поведении мужа. Ман Гиль постоянно стал задерживаться на работе, а потом героиня увидела интересные сообщения на его телефоне от незнакомки. Чтобы все точно проверить, Со Хи идет в детективное агенство. Только вот там она узнает нечто ужасное о своем муже, помимо измен. Что же теперь будет делать главная героиня, узнав страшную тайну?",Jookjianneun Ingandeului Bam,2.2,\N,https://doramy.club/26256-noch-zhivyx-mertvecov.html
678,Таинственный сад (китайская версия) дорама (2012),"Драма, Комедия, Мелодрама, Фантастика",7.8,Китай,2012,https://doramy.club/wp-content/uploads/2019/05/tainstvennyj-sad-k.jpg,1 час 30 мин.,"Главный герой фантастического фильма «Таинственный сад» Чжу Юань, богат и прагматичен. Однажды он встречает девушку-каскадера Луо Линь, из-за недоразумения их знакомство было не лицеприятным и последующие события лишь обострили конфликт. Чтобы уладить ситуацию Луо Линь отправляется в дом Чжу Юаня, но и там договориться не получается. Девушка уходит в расстроенных чувствах, а на утро обнаруживается, что они поменялись телами. Теперь незадачливой парочке предстоит найти способ вернуть себе прежнее обличье и разгадать тайну их судьбоносной встречи.",Secret Garden (China),1.2,\N,https://doramy.club/11937-tainstvennyj-sad-kitajskaya-versiya.html
679,Социофобия дорама (2014),"Драма, Триллер",8.52,Южная Корея,2014,https://doramy.club/wp-content/uploads/2018/07/sociofobiya.jpg,1 час 40 мин,"Сюжет фильма «Социофобия» разворачивается вокруг двух друзей, стремящихся поступить на службу в полицию. Однажды Джи Ун и Ён Мин видят в сети анонимный отзыв оскорбляющий погибшего солдата южнокорейской армии. Парни решают отыскать этого человека, но они даже не подозревают, с чем именно им предстоит столкнуться.",Sosyeolpobia,1.4,\N,https://doramy.club/6832-sociofobiya.html
680,Хорошие друзья / Признание дорама (2014),"Драма, Криминал",8.21,Южная Корея,2014,https://doramy.club/wp-content/uploads/2018/07/xoroshie-druzya.jpg,1 час 54 мин,"Сюжет фильма «Хорошие друзья / Признание» разворачивается вокруг троих друзей еще со школьных лет. Хён Тхэ стал пожарным, хотя всегда готов бороться с несправедливостью. Ин Чхоль сотрудник страховой компании, который пойдет на все, чтобы извлечь выгоду в ходе страховых выплат. Мин Су занимается собственным бизнесом. Жизни героев сложились по-разному, но несмотря на это они всегда поддерживали друг дружку. Все меняется поле одной роковой ошибки, которая превращает их жизнь в настоящую вражду.",Joeun Chingoodeul,1.4,https://doramalive.ru/dorama/confession_2014/,https://doramy.club/6724-xoroshie-druzya.html
681,Кукловод | Медиум дорама (2010),"Драма, Триллер, Фантастика",8.17,Южная Корея,2010,https://doramy.club/wp-content/uploads/2018/08/kuklovod.jpg,1 час 52 мин.,"Чжо Ин необычный человек, он медиум, обладающий способностью взглядом управлять сознание живых существ. В детстве отец пьяница постоянно избивал его и мать, до тех пор пока мальчик не сорвался и не воспользовался своими способностями. Мать считая сына монстром пыталась от него избавиться. Так Чжо Ин остался совсем один и со временем люди стали для него всего лишь марионетками.\
Кю Нам добродушный парень, он кажется совершенно обычным, но имеет одну особенность о которой и сам не догадывается. Однажды герой сталкивается с Чжо Ином и оказывается, что его сознание не подвластно кукловоду. С этой встречи Кю Нам решает выследить медиума и воздать ему по заслугам, чем вызывает множество трагических смертей.",Choneung Ryukja,1.4,https://doramalive.ru/dorama/psychic/,https://doramy.club/7480-kuklovod.html
682,Я герой дорама (2015),"Боевик, Ужасы",8.44,Япония,2015,https://doramy.club/wp-content/uploads/2020/06/ya-geroj.jpg,2 часа 5 мин,"Мангака Хидэо Судзуки усердно пытается нарисовать что-то стоящее, что покорит весь мир. Однако, успехов пока нет, и его мангу про «героя, спасшего человечество» жестоко отвергают. Тем временем в городе начинают происходить безумные вещи. По новостям передают, что бешеные собаки кусают прохожих, а люди набрасываются друг на друга на улице. И вот однажды Хидэо замечает, что его девушка и коллеги по работе начинают странно себя вести. Что же происходит? Неужели мир сошел с ума?",I Am A Hero,2.7,\N,https://doramy.club/20568-ya-geroj.html
683,Холодный взгляд | Наблюдатели дорама (2013),"Драма, Криминал, Триллер",9.11,Южная Корея,2013,https://doramy.club/wp-content/uploads/2020/05/xolodnyj-vzglyad.jpg,2 часа,"Ха Ен Чжу новоиспеченный член отряда специалистов по наблюдению. Она попала в специализированный отряд полиции, в котором собраны лучшие из лучших. Однажды им поручают сложное задание — им нужно выследить ловких и умелых грабителей, которые просчитывают каждый свой шаг точно по секундам. До этого времени преступникам легко удавалось скрываться от полиции. Но смогут ли они уйти на этот раз?",Cold Eyes,1.4,https://doramalive.ru/dorama/kholodnyy_vzglyad/,https://doramy.club/19781-xolodnyj-vzglyad.html
684,Стальной алхимик дорама (2017),"Драма, Комедия, Мелодрама, Приключения, Фантастика",8.82,Япония,2017,https://doramy.club/wp-content/uploads/2018/02/stalnoj-alximik.jpg,2 часа 14 мин.,"Фантастический фильм снятый по мотивам популярного аниме с одноименным названием «Стальной алхимик» расскажет невероятную историю приключений братьев Эдварда и Альфонса Элрики. Они живут в мире, где наука и магия сплелись воедино. Их отец был алхимиком, он оставил семью, когда главные герои были детьми. Вскоре их любимая мать умирает и братья решают воскресить ее из мертвых при помощи запретной алхимии. В результате Эдвард теряет ногу, а его брат и вовсе все тело, но его душу удается поместить в стальные доспехи. Надеясь восстановить прежние тела, Эдвард поступает на военную службу, чтобы найти нужные знания в архивах военных алхимиков.",FullMetal Alchemist,1.2,https://doramalive.ru/dorama/stalnoy_alkhimik/,https://doramy.club/4806-stalnoj-alximik.html
685,Нападение семиглавого дракона дорама (2020),"Комедия, Приключения, Фэнтези",7.82,Китай,2020,https://doramy.club/wp-content/uploads/2021/03/napadenie-semiglavogo-drakona.jpg,1 час 8 мин,"Дорама рассказывает нам о парне, по имени Сян Тянь, который случайно получает силу и могущего Зелёного дракона.\
С начала времен появились различные звери. Каждый обладал особой формой и невероятной силой, люди поклонялись им, как богам.\
Государство Лун поклоняется Зелёному дракону, а государство Инь поклоняется семиглавому дракону Сянлю. Их сила очень разная. Зелёный дракон создан, чтобы защищать, Сянлю наоборот, кровожаден и создан, чтобы разрушать. Из-за этого вражда между государствами длится тысячелетиями. Теперь, как хранителю Зелёного дракона, обычному парню Сян Тяню придется многому научиться. Сможет ли он преодолеть все трудности, прославить свое имя и победить семиглавого дракона? Чтобы узнать это, смотрите дораму «Нападение семиглавого дракона».",The Cyan Dragon,1.2,\N,https://doramy.club/24884-napadenie-semiglavogo-drakona.html
686,Папа в аренду дорама (2014),"Драма, Комедия",8.89,Южная Корея,2014,https://doramy.club/wp-content/uploads/2019/08/papa-v-arendu.jpg,1 час 54 мин,"В обычных семьях во главе стоит мужчина, он кормит свою семью и делает все для счастья и процветания своих родных. Но в фильме «Папа в аренду» главный герой Чхэ Тхэ Ман совершенно не подходит на роль лидера своей семьи. Более десяти лет он безуспешно ищет работу, взвалив на свою жену это бремя. По дому он тоже не очень то помогает и даже с любимой восьмилетней дочкой А Ён совершенно не занимается. Из-за этого с женой они часто ссорятся на глазах ребенка, что конечно же отражается на ее отношение к отцу.\
Однажды в школе классу А Ён задают задание: принести из дома самую бесполезную вещь и обменяться ее с тем, кому она нужна. Все дети принесли различные вещи, не использующиеся в их семье. Но А Ён додумалась привести отца, чем сильно его опозорила. Но, на удивление, нашелся мальчик, которому понравилась идея заполучить на несколько дней папу на прокат. Ведь он живет только с мамой, которая очень строга к нему. В компании с новым папой, ребенок открылся с новой стороны, чем вдохновил Тхэ Ман на собственные перемены. Спустя время А Ён размещает объявление о сдаче папы в аренду в интернете, и заказы начали сыпаться один за другим. Но каждый заказчик по-своему понимает, что значит быть отцом…",Dad for Rent,1.4,https://doramalive.ru/dorama/dad_for_rent/,https://doramy.club/13494-papa-v-arendu.html
687,Вынужденная любовь дорама (2011),"Комедия, Мелодрама",7.61,Южная Корея,2011,https://doramy.club/wp-content/uploads/2020/06/vynuzhdennaya-lyubov.jpg,1 час 50 мин,"Ю Сан Ёль снимается в роликах для ТВ магазина. На экране он вместе с красавицей Со Ён играет семейную идилию, и эта картина так прекрасна, что мужчина по уши влюбляется в свою коллегу, которая его даже не замечает. Но всё меняется в один день, когда Со Ён неожиданно приглашает его выпить, а на утро он просыпается в постеле гостиничного номера. Совсем скоро Со Ён объявляет о беременности и пара вскоре играет свадьбу. Но бедный Сан Ёль не подозревает, что беременна девушка не от него, и все это подстроено, чтобы Со Ён не осталась матерью-одиночкой в этом жестоком мире…",Sarangyi Museowi,1.4,\N,https://doramy.club/20526-vynuzhdennaya-lyubov.html
688,Лжец против лжеца дорама (2021),"Комедия, Мелодрама",9.58,Япония,2021,https://doramy.club/wp-content/uploads/2021/09/lzhec-protiv-lzheca.jpg,1 час 57 мин,"Двадцатилетняя Минато на протяжении всей школьной жизни сталкивалась с травлей от других учениц. Все дело в том, что ее сводный брат Тору всегда был центром внимания сверстниц, из-за чего девушки пытались устранить Минато как главную конкурентку. А Тору всегда было безразлично, что происходит вокруг него, девушек он менял как перчатки и ни разу ни в кого не влюблялся. Однажды Минато помогала своей подруге в одном проекте, и для этого ей пришлось надеть школьную форму и парик. В этом образе девушка случайно наткнулась на Тару на улице, но, чтобы не выдать себя она решила сделать вид, что не знает его. Как ни странно, это сработало, Тору не узнал ее. И влюбился.",Liar x Liar,1.2,https://doramalive.ru/dorama/lzhets_protiv_lzhetsa/,https://doramy.club/28120-lzhec-protiv-lzheca.html
689,Отель у озера дорама (2020),"Детектив, Мистика, Ужасы",08.06,Южная Корея,2020,https://doramy.club/wp-content/uploads/2021/06/otel-u-ozera.jpg,1 час 40 мин,"Ю Ми молодая сирота, у которой на попечение осталась маленькая сестра. Но Ю Ми не может взять на себя ответственность за воспитание ребенка, поэтому решается отдать ее подруге своей покойной матери. Эта подруга управляет отелем у озера, где и будет жить маленькая сестра. Чтобы сестре было легче привыкнуть к новому месту, Ю Ми остается на пару дней в отеле вместе с ней. Однако с каждым часом прибывание в этом отеле становится все невыносимей, потому что в нем начинают происходить непонятные вещи…",Hotel Lake,1.2,https://doramalive.ru/dorama/otel_u_ozera/,https://doramy.club/26669-otel-u-ozera.html
