id,name,genre,grade,country,year,poster,time,description,orig_name,pivgrade,urllive,urlclub
73,Живой | Выжить дорама (2020),"Боевик, Драма, Триллер, Ужасы",9.31,Южная Корея,2020,https://doramy.club/wp-content/uploads/2020/07/zhivoj.jpg,1 час 37 мин,"Проснувшись однажды утром, Чжун У обнаруживает нечто странное и ужасающее. В Сеуле произошла вспышка неизвестного вируса, из-за которого люди начинают нападать друг на друга. Весь город в панике. Сотовая связь неисправна и нет доступного выхода в интернет. Чжун У и Ю Бин придётся буквально бороться за свою жизнь в изолированном жилом комплексе.",#Salaidda,3.5,https://doramalive.ru/dorama/alive/,https://doramy.club/21566-zhivoj.html
75,Настроение дня дорама (2016),"Драма, Комедия, Мелодрама",8.99,Южная Корея,2016,https://doramy.club/wp-content/uploads/2018/12/nastroenie-dnya.jpg,1 час 43 мин,"Дорама «Настроение дня» повествует о романтической судьбе двух молодых людей. Главная героиня Су Чжон – обладательница очаровательной внешности и состоявшаяся в своей профессии молодая девушка. Стабильную размеренную жизнь беспокоят только мысли о свадьбе, ведь ее молодой человек, несмотря на длительные отношения, вовсе не торопится зарегистрировать с ней брак. Неустроенность личной жизни начинает негативным образом влиять на настроение Су Чжон, и, в конечном счете, вовсе портится, когда она узнает о предстоящей свадьбе ее первой любви  Мин Сок и школьной подруги.\
Собираясь в командировку в Пусан, Су Чжон одолевают смешанные чувства, с одной стороны, это обиды, с другой — зависть подругам. Мрачные мысли девушки были прерваны молодым попутчиком Чжэ Хёном, который буквально разорвал череду грустных мыслей своим жизнелюбием и энергией. Чжэ Хён действительно легко идет по жизни, не строит серьезных планов и не заглядывает в будущее. Однако интерес молодого человека к миловидной попутчице не ограничился одной лишь встречей.",Keunalui Bonwigi,1.4,https://doramalive.ru/dorama/mood_of_the_day/,https://doramy.club/9702-nastroenie-dnya.html
77,Река грусти | Река скорби дорама (2018),"Драма, Мелодрама",9.12,Китай,2018,https://doramy.club/wp-content/uploads/2020/03/reka-skorbi.jpg,1 час 45 мин,"Фильм-драма «Река грусти» знакомит нас с ученицей старшей школы И Яо. Девушка вместе с мамой живёт по соседству со своим одноклассником Ци Мином. Молодые люди с детства дружат, вот только образ жизни каждого из них сильно отличается. Если Ци Мин растёт любимым ребенком в состоятельной семье, то И Яо живёт в крайней бедности и вынуждена терпеть равнодушие и бесконечные упрёки своей матери. Казалось бы, жизнь и так жестока обошлась с девочкой, но самое страшное для неё начинается после того, как она узнает о своем венерическом заболевании. Девушка в отчаянии и замешательстве, ведь она никогда не была близка с мужчиной.\
Ей ничего не остаётся, как скрывать это ото всех. Однако новенькая ученица в их классе Тан Сяоми, влюбленная в Ци Мина, сразу невзлюбила И Яо, и, узнав о её секрете, сообщает о нём всей школе. С тех самых пор жизнь героини превращается в настоящий кошмар, ведь теперь она объект для издевательств, и ежедневно подвергается жестокой травле со стороны сверстников. Девушка на грани отчаяния, но в самый тяжёлый момент за неё заступается парень из параллельного класса Гу Суньси, единственный, кто поверит в невинность И Яо. Теперь у нее есть тот, кто поддерживает её и всячески защищает. Вот только на долю героини выпадает ещё одно серьезное испытание. В силах ли она преодолеть его?",Bei shang ni liu cheng he,1.2,https://doramalive.ru/dorama/cry_me_a_sad_river/,https://doramy.club/10093-reka-grusti.html
78,Полночь дорама (2021),Триллер,09.09,Южная Корея,2021,https://doramy.club/wp-content/uploads/2021/07/polnoch.jpg,1 час 42 мин,"Сюжет полнометражного фильма «Полночь» разворачивается вокруг молодой девушки по имени Кен Ми. У неё проблемы со слухом, однако она научилась жить с этим, не испытывая сильного дискомфорта. Однажды, идя по темному переулку, девушка сталкивается с жертвой серийного убийцы по имени До Шик. После этого случая Кен Ми становится его целью. Преследователю кажется, что она будет легкой добычей, ведь героиня ничего не слышит, однако девушка не так проста, как ему сперва показалось.",Midnight,3.2,https://doramalive.ru/dorama/polnoch_2021/,https://doramy.club/26891-2-polnoch.html
79,Мисс и миссис Коп дорама (2019),"Детектив, Комедия",09.08,Южная Корея,2019,https://doramy.club/wp-content/uploads/2019/06/miss-i-missis-kop.jpg,1 час 47 мин,"Сюжет комедийного фильма «Мисс и миссис Коп» разворачивается вокруг двух случайных напарниц, которым вместе предстоит расследовать одно преступление. Ми Ён женщина с большим жизненным опытом, которая была настоящей легендой в детективном отделе, но ушла со службы после замужества. Сейчас она работает в центре обслуживания населения и помогает гражданам решать разные вопросы. Теперь ей приходиться иметь дело с молодой и пылкой Джи Хе, которая оказывается в отделе по борьбе с тяжкими преступлениями. Вместе этой парочке предстоит расследовать одно преступление, хотя их сотрудничество больше напоминает соперничество, но в борьбе с преступностью им удается преодолеть все личные разногласия.",Girl Cops,4.2,https://doramalive.ru/dorama/girl_cops/,https://doramy.club/12611-miss-i-missis-kop.html
173,Поезд в Пусан дорама (2016),"Драма, Триллер, Ужасы",9.22,Южная Корея,2016,https://doramy.club/wp-content/uploads/2017/10/poezd-v-pusan.jpg,1 час 58 мин.,"Успешный бизнесмен господин Су очень занят на работе, из-за этого у него совсем не остается времени на свою семью. Жена уехала в Пусан и хочет развестись, у его маленькой дочери Су Ан день рождение и девочка хочет повидать мать. Занятой отец все-таки находит время, чтобы выполнить просьбу своей дочери. В это время в Сеуле начинается эпидемия, которая превращает людей в кровожадных зомби и поезд в Пусан становится убежищем для ничего не подозревающих пассажиров. Однако в него попала зараженная девушка и вирус начал стремительно распространяться раскрывая скрытые качества людей в борьбе за выживание.",Train to Busan,2.4,https://doramalive.ru/dorama/poezd_v_pusan/,https://doramy.club/3488-poezd-v-pusan.html
174,Парень внутри меня дорама (2019),"Драма, Комедия, Фантастика",9.19,Южная Корея,2019,https://doramy.club/wp-content/uploads/2019/02/paren-vnutri-menya.jpg,2 часа 2 мин,"Сюжет фильма «Парень внутри меня» рассказывает удивительную историю которая приключилась с успешным мужчиной. Пан Су бизнесмен, который умеет добиваться поставленных целей любыми средствами. Он по-настоящему опасный человек и на пути у такого лучше не стоять. Однажды он заходит в дешевую забегаловку, а спустя несколько минут после ухода на него с крыши сваливается старшеклассник Дон Хён. Оба попадают в больницу, вот только Пан Су приходит в себе и оказывается в теле парня, который на него свалился. Вся эта ситуация ему слишком не нравится, ведь нужно вести важные дела, но делать это в теле неуверенного в себе подростка будет крайне сложно. Как бы там ни было характер, и внутренний стержень помогут главному герою во всем разобраться привычным для него способом.",Naeaneui geunom,4.2,https://doramalive.ru/dorama/the_man_inside_me/,https://doramy.club/10682-paren-vnutri-menya.html
176,Мой старший брат слишком сильно любит меня дорама (2017),"Комедия, Мелодрама",8.96,Япония,2017,https://doramy.club/wp-content/uploads/2018/02/moj-starshij.jpg,1 час 39 мин.,"Главная героиня комедийной дорамы «Мой старший брат слишком сильно любит меня» ученица старших классов Тачибана Сэтока страдает от того, что все парни которым она предлагала встречаться отказывали ей, хотя до этого проявляли интерес. Какого было ее удивление, кода бедняжка узнала, что ее сводный брат приложил к этому свою руку. Но настал день, кода в школе появился парень, который вовсе не боится ее брата и готов побороться за понравившеюся девушку. Однако и братишка отступать не намерен и похоже, что дело тут совсем не в родственной заботе.",My Brother Loves Me Too Much,1.2,https://doramalive.ru/dorama/my_brother_loves_me_too_much/,https://doramy.club/4750-moj-starshij-brat-lyubit-menya.html
177,Ведьма дорама (2018),"Триллер, Фантастика",09.06,Южная Корея,2018,https://doramy.club/wp-content/uploads/2018/09/vedma.jpg,2 часа 05 мин.,"Главная героиня фильма «Ведьма» в детстве подверглась чудовищным экспериментам, ей чудом удалось спастись во время уничтожения объектов исследования. Так полумертвую ее нашла пожилая пара, девочка потеряла память и супруги решили удочерить ребенка. Шли годы и героиня росла обычным подростком, до тех пор пока не начали происходить странные вещи и организация безжалостных убийц не нашла сбежавший объект своих прошлых экспериментов. Однако девушка уже не ребенок, что же будет, когда память прошлых ужасов и дремавшая все это время в ней сила вернутся?",The Witch: Part 1. The Subversion,3.2,https://doramalive.ru/dorama/vedma/,https://doramy.club/8158-2-vedma.html
178,Хён / Брат дорама (2016),"Драма, Комедия",9.32,Южная Корея,2016,https://doramy.club/wp-content/uploads/2018/08/xyon.jpg,1 час 50 мин,"События фильма разворачиваются вокруг двух братьев, которые выбрали разные жизненные пути. Ду Ён добился большого успеха в спорте и даже стал мастером дзюдо. Его родной брат Ду Шик отбывает тюремный срок, но после случившейся трагедии с Ду Ёном выходит на свободу. Во время очередной тренировки он получил тяжелую травму и лишился зрения. Ду Ён нуждается в помощи и Ду Шик получает досрочное освобождение, чтобы присмотреть за братом. Вот только братья не особо хорошо ладят и долгое время даже не общались, а Ду Шик всего лишь использовал  возможность присматривать за братом, чтобы выйти из тюрьмы. Теперь им предстоит жить вместе и налаживать отношения.",Hyung,5.4,https://doramalive.ru/dorama/my_annoying_brother/,https://doramy.club/7389-xyon.html
179,Подставной город | Искаженный город дорама (2017),"Боевик, Криминал",9.32,Южная Корея,2017,https://doramy.club/wp-content/uploads/2017/04/podstavnoj-gorod.jpg,2 часа 6 мин,"События фильма «Подставной город» разворачиваются вокруг заядлого геймера Квон-ю. Он вместе с друзьями в сети проводит большую часть жизни за компьютерными играми. В виртуальном мире ему просто нет равный, но в реальности, Квон-ю типичный неудачник, которому судьба преподносит серьезное испытание. Однажды наш герой находит телефон, который вскоре возвращает за вознаграждение. На следующий день его обвиняют в убийстве женщины, которой он вернул мобильник. Компьютерный игрок решает собрать свою команду непобедимых виртуальных бойцов, чтобы восстановить справедливость в реальном мире.",Jojakdwen doshi,1.2,https://doramalive.ru/dorama/modified_city/,https://doramy.club/14-podstavnoj-gorod.html
180,Божественная ярость дорама (2019),"Боевик, Мистика, Триллер, Ужасы",09.04,Южная Корея,2019,https://doramy.club/wp-content/uploads/2019/09/bozhestvennaya-yarost.jpg,2 часа 9 мин.,"Отец главного героя мистического фильма «Божественная ярость» Ён Хо, погиб при исполнении. С тех пор парень закрылся от окружающего мира и занялся боевыми искусствами. Шли годы, мальчик вырос в крепкого мужчину, выиграв не один чемпионат. С Ён Хо начинают происходить мистические события, и в завершении ко всему у него на руках открываются стигматы. Герой встречает отца Ана, католического священника экзорциста, который борется за души людей. Впереди их ждет опасная битва с великим злом, которое когда-то стало причиной гибели его отца.",The Divine Fury,3.2,https://doramalive.ru/dorama/bozhestvennaya_yarost/,https://doramy.club/14073-bozhestvennaya-yarost.html
181,Лёгкая улыбка покоряет мир дорама (2016),Мелодрама,9.1,Китай,2016,https://doramy.club/wp-content/uploads/2017/10/lyogkaya-ulybka-pokoryaet-mir-2.jpg,1 час 43 мин.,"Полнометражный фильм «Лёгкая улыбка покоряет мир» расскажет историю романтической любви прекрасной девушки Бей Вэй Вэй и талантливого парня Сяо Найя. Молодые люди увлекаются одной онлайн игрой и достигли в ней больших успехов, но в реальном мире они не знают друг-друга. Оказывается эта парочка учится в одном университете и Сяо Най узнал кто такая Вэй Вэй, он заинтересовался девушкой и решил постепенно сблизится с ней.",Love O2O,3.2,https://doramalive.ru/dorama/love_o2o/,https://doramy.club/3370-lyogkaya-ulybka-pokoryaet-mir-2.html
182,Быть с тобой (корейская версия) дорама (2018),"Мелодрама, Фантастика",09.05,Южная Корея,2018,https://doramy.club/wp-content/uploads/2018/07/byt-s-toboj.jpg,2 часа 12 мин,"Трогательная история одинокого отца, который потерял любимую жену по имени Су А. Теперь У Чжин воспитывает сына и очень тяжело переживает потерю близкого человека. Перед смертью Су А сказала, что вновь вернется к ним спустя год в один дождливый день. Именно в такой день У Чжин встречает девушку, которая ничего не может вспомнить и очень похожа на его жену.","Jigeum, Mannareo Gabmida",1.2,https://doramalive.ru/dorama/byt_s_toboy_34829/,https://doramy.club/6779-4-byt-s-toboj-korejskaya-versiya.html
183,Дневной звездопад дорама (2017),"Комедия, Мелодрама",9.29,Япония,2017,https://doramy.club/wp-content/uploads/2017/11/dnevnoj-zvezdopad.jpg,1 час 55 мин.,"Главная героиня дорамы «Дневной звездопад» старшеклассница Ёсано Судзуме, переезжает из сельской местности в Токио к своему дяде. Теперь ей придется заново знакомиться с людьми и обзаводиться друзьями. Однако это не самая серьезная проблема, дело в том, что Судзуме первый раз в своей жизни влюбляется, но в кого? Ее добиваются сразу двое парней — одноклассник, который в нее влюблен и учитель, которым она восхищается. Какой выбор сделает девушка?",Daytime Shooting Star,1.2,\N,https://doramy.club/3787-dnevnoj-zvezdopad.html
184,Никогда не говори Прощай дорама (2016),Мелодрама,09.04,Китай,2016,https://doramy.club/wp-content/uploads/2019/06/nikogda-ne-govori-proshhaj.jpg,1 час 40 мин,"Сяою и Джун Хо давно встречаются и живут вместе. На одной из дружеских встреч друзья намекают, что пора бы уже и пожениться. Но Джун Хо огорошил всех объявлением о том, что уезжает жить в Италию. И билет у него только на него одного. \
Расставание Сяою дается непросто, она продолжает ждать хоть какой-то весточки от любимого. Хотя в глубине души она понимает, что они расстались, и обратно Джун Хо не вернется. Но все равно она не может принять это, ведь до последнего дня они были очень близки и ничто не предвещало такого исхода. Почему же Джун Хо так поступил? Как начать жить заново после потери любимого человека? Сяою придется самостоятельно разобраться в ситуации и найти все ответы.",Never Said Goodbye,3.2,https://doramalive.ru/dorama/nikogda_ne_proshchaysya/,https://doramy.club/12299-nikogda-ne-govori-proshhaj.html
185,Красота внутри / Внутренняя красота дорама (2015),"Драма, Комедия, Мелодрама, Фантастика",9.19,Южная Корея,2015,https://doramy.club/wp-content/uploads/2018/08/krasota-vnutri.jpg,2 часа 7 мин,"Сюжет дорамы поведает удивительную историю одного парня по имени У Чжин. Каждый день он просыпается в новом теле незнакомого человека и контролировать этот процесс никак нельзя. Парню все время приходится проживать жизнь других людей и столь бесперспективное существование продолжалось до тех пор, пока он не повстречал милую девушку И Су. Он все время хочет находиться как можно ближе к ней, но каждый раз просыпаясь в новом теле, это оказывается весьма непростой задачей. Тем не менее настоящая любовь не знает никаких преград и У Чжин должен найти способ, чтобы быть вместе со своей любимой.",The Beauty Inside,7.4,https://doramalive.ru/dorama/vnutrennyaya_krasota_2015/,https://doramy.club/7609-krasota-vnutri.html
186,Любовь на особом уровне дорама (2014),"Драма, Мелодрама",9.2,Япония,2014,https://doramy.club/wp-content/uploads/2018/07/lyubov-na-osobom-urovne.jpg,1 час 57 мин,"Целеустремленная отличница старшей школы Куруруки Юни стремиться поступить в Калифорнийский университет. Она умеет добиваться поставленных целей, к тому же имеет отличные оценки по всем предметам за исключением английского языка. Сейчас ей нужно серьезно подтянуть знания языка, ведь в противном случаи дальнейшая учеба в штатах может накрыться медным тазом.\
Молодой преподаватель Сакураи Харуку назначает нашей отличнице дополнительные уроки по английскому. Это приводит к самым неожиданным последствиям, ведь у Куруруки твердый характер и в своем отставании, она винила преподавателя. Однако оставаясь с ним наедине после уроков, у них начинается любовь на особом уровне.",Kinkyori Renai,2.7,https://doramalive.ru/dorama/close_range_love/,https://doramy.club/7314-lyubov-na-osobom-urovne.html
187,Всегда дорама (2011),"Драма, Мелодрама",9.19,Южная Корея,2011,https://doramy.club/wp-content/uploads/2018/08/vsegda.jpg,1 час 47 мин,"Сюжет фильма «Всегда» поведает трогательную историю любви, которая заставляет людей идти на риск и совершать настоящие поступки. В центре событий оказывается бывший боксер Чхоль Мин, который когда-то был чемпионом и находился на вершине славы. Сейчас он работает простым охранником, зарабатывает совсем немного, но рад тому, что имеет. Однажды он знакомится с девушкой Чжон Хва, которая потеряла родителей в автокатастрофе и лишилась зрения.\
Несмотря на столь не простую судьбу Чжон Хва остается жизнерадостным и энергичным человеком. Между героями вспыхивают настоящие чувства искренней любви, которую они даже не ожидали найти. Теперь они не представляют дальнейшую жизнь друг без друга, но впереди судьба приготовила им непростые испытания. Чхоль Мин готов рискнуть жизнью ради любимой, чтобы она снова смогла увидеть этот мир.",Ohjik Geudaeman,7.4,https://doramalive.ru/dorama/always/,https://doramy.club/7665-vsegda.html
188,Мальчик-оборотень / Парень-волк дорама (2012),"Драма, Мелодрама, Фантастика",8.98,Южная Корея,2012,https://doramy.club/wp-content/uploads/2018/08/malchik-oboroten.jpg,2 часа 7 мин,"Сюжет фильма «Мальчик-оборотень» поведает трогательную историю любви между диким мальчиком, который сумел без лишних слов завоевать сердце милой девушки Ким Сун И. Вместе со всей семьей она переезжает в деревню, поскольку нуждается в чистом воздухе и страдает от заболевания легких. В своем сарае Сун И обнаруживает нелюдимого парня Чуль Су, с доброй душой. Семья решает приютить сироту в своем доме, дать чистую одежду, накормить и привести в порядок.\
Сун И начинает обучать манерам поведения и прочим житейским делам своего нового друга и вскоре между ними зарождаются очень глубокие и искрение чувства. Вот только впереди их ожидают непростые испытания, ведь Сун И собирается взять замуж друг семьи.",Neukdae Sonyeon,3.4,\N,https://doramy.club/3787-dnevnoj-zvezdopad.html
189,Влюбиться с первого поцелуя | Озорной поцелуй дорама (2019),"Комедия, Мелодрама",9,Китай,2019,https://doramy.club/wp-content/uploads/2019/03/vlyubitsya-s-pervogo-poceluya.jpg,2 часа 2 мин,"Ремейк популярного произведения «Озорной поцелуй» под новым названием «Влюбиться с первого поцелуя» расскажет историю любви милой девочки Сян Цинь и самого красивого и умного парня Чжи Шу. Целых два года девушка не решалась ему открыться в своих чувства, и все же собравшись с духом, написала любовное письмо. Однако бедняжку в жёсткой форме отвергли. Казалось бы вот и все, но судьба преподносит героям сюрприз. После того как дом Сян Цинь был разрушен стихийным бедствием, она с отцом переезжает на время к его лучшему другу чьим сыном оказывается Чжи Шу.",Fall in Love at First Kiss,3.2,https://doramalive.ru/dorama/fall_in_love_at_first_kiss/,https://doramy.club/11339-vlyubitsya-s-pervogo-poceluya.html
190,Двоечница Гяру дорама (2015),"Драма, Комедия",9.32,Япония,2015,https://doramy.club/wp-content/uploads/2019/11/dvoechnica-gyaru.jpg,1 час 57 мин,"Главная героиня фильма «Двоечница Гяру» с ранних лет хотела найти себе друзей и своё место в жизни. Так наша героиня по имени Кудо Саяка сменила 3 школы, пока не остановилась на одной, школьная форма которой ей понравилась больше всех. Найдя подружек по увлечениям, жизнь девушки была беззаботной и весёлой. Школьницу интересовали только косметика и походы в клубы, а её оценки самые низкие в классе. Но однажды после очередного вызова в школу, мать Саяки решает отправить свою дочь к талантливому репетитору, который берётся учить двоечницу с нуля. Учитель находит подход к девочке и прививает ей любовь к учёбе, обещая, что она сможет поступить в один из лучших университетов страны — Кэйо.",Biri Gyaru,2.7,https://doramalive.ru/dorama/flying_colors/,https://doramy.club/15143-dvoechnica-gyaru.html
191,Чудо в камере №7 дорама (2013),"Драма, Комедия",9.33,Южная Корея,2013,https://doramy.club/wp-content/uploads/2019/10/chudo-v-kamere-7.jpg,2 часа 7 мин,"Жизни не была справедлива к главным героям фильма «Чудо в Камере № 7». Ён Гу родился с отклонениями и на всю жизнь остался слабоумным. Он рано потерял мать, но сумел выжить в этом жестоком мире. У него даже родилась дочка, которую он воспитывает один, работая парковщиком машин. Но однажды его ложно обвиняют в убийстве и приговаривают к смертной казни.\
Однокамерники помогают мужчине тайно привести к ним маленькую Е Сын. Каждый день они вынуждены присматривать за двумя непоседами, то и дело попадающих в нелепые ситуации. Жизнь в камере с опасными преступниками становится лучшим моментом в жизни Е Сын. Повзрослев, она любой ценой желает отстоять невиновность отца.",7beonbangui Seonmool,1.4,\N,https://doramy.club/14884-1-chudo-v-kamere-7.html
192,Волчица и черный принц дорама (2016),Мелодрама,09.01,Япония,2016,https://doramy.club/wp-content/uploads/2018/07/volchica-i-chernyj-princ.jpg,1 час 55 мин,"События романтического фильма «Волчица и черный принц» разворачиваются вокруг шестнадцатилетней девчонки Эрики. Все ее подруги только говорят об отношениях с парнями, и наша героиня чувствует себя немного не комфортно в подобных ситуациях. У нее никогда не было отношений с парнем, но все же Эрика решает соврать что встречается. Чтобы подтвердить свою историю она снимает на телефон одного красавчика из параллельного класса и выдает за своего возлюбленного. Вот только она настолько повязла во лжи, что вынуждена познакомится с этим парнем и попросить его подыграть, ведь на кону стоит ее репутация.",Ookami shoujo to kuro ouji,2.7,https://doramalive.ru/dorama/wolf_girl_and_black_prince/,https://doramy.club/7022-volchica-i-chernyj-princ.html
193,Твоя свадьба дорама (2018),"Комедия, Мелодрама",09.03,Южная Корея,2018,https://doramy.club/wp-content/uploads/2018/10/tvoya-svadba.jpg,1 час 50 мин,"События романтического фильма «Твоя свадьба» разворачиваются вокруг двух людей, которые дружили на протяжении долгих лет. Еще в школьные годы У Ён влюбился в милую девушки Сын Хи. Она была новенькой в классе, и вовсе не хотела начинать с кем-либо отношения. После знакомства с У Ёном она просит его притвориться ее парнем и именно с этого момента начинается их дружба. В школе они всегда были вместе и даже после выпускного продолжали поддерживать отношения. \
Сын Хи всегда была для нашего героя больше чем просто друг, ведь он ее любил. Однако с началом взрослой жизни они начали видеться реже и вот наступает момент, когда У Ён получает приглашение на свадьбу своей лучшей подруги.",Neoui gyeolhonsik,1.2,https://doramalive.ru/dorama/on_your_wedding_day/,https://doramy.club/8543-tvoya-svadba.html
194,Не дыша дорама (2013),"Драма, Спорт",09.05,Южная Корея,2013,https://doramy.club/wp-content/uploads/2017/10/ne-dysha.jpg,1 час 57 мин,"События спортивной драмы «Не дыша» разворачиваются вокруг двух профессиональных пловцов. Талантливый и амбициозный пловец У Сан, чью роль исполнил Ли Чон Сок всегда стремиться к победе и впереди его ожидает большая спортивная карьера. Одним из новых претендентов на первое место становиться так же Вон Иль, чью роль исполнил Со Ин Гук. Он действительно талантливый парень и показывает очень хорошие результаты. Между главными героями разворачивается настоящая борьба за первое место.",No Breathing,1.4,https://doramalive.ru/dorama/no_breathing/,https://doramy.club/3268-ne-dysha.html
195,Со Бок дорама (2021),"Боевик, Драма, Фантастика",9,Южная Корея,2021,https://doramy.club/wp-content/uploads/2021/04/so-bok.jpg,1 час 48 мин,"Сюжет дорамы «Со Бок» разворачивается вокруг бывшего агента разведки по имени Мин Ки Хон. Однажды ему поступает предложение сопроводить первого в мире клонированного человека по имени Со Бок. Мало того, что он клон, так ещё и обладает сверхспособностями и бессмертием. Его нужно доставить в секретный бункер, где он будет в безопасности. Однако все идёт не по плану, когда конвой оказывается осаждён налетчиками, которых тоже очень интересует Со Бок. Теперь Ки Хону придётся в одиночку защищать своего подопечного, который, кстати говоря, всегда был далёк от окружающего его мира. Со Боку предоставится возможность почувствовать себя человеком, но это будет дорогого стоить.",Seo Bok,1.2,https://doramalive.ru/dorama/so_bok_45186/,https://doramy.club/25494-so-bok.html
196,"Люблю тебя такой, какая ты есть дорама (2019)","Комедия, Мелодрама",8.99,"Китай, Тайвань",2019,https://doramy.club/wp-content/uploads/2019/09/lyublyu-tebya-takoj-kakaya-ty-est.jpg,1 час 32 мин,"Чжоу Линьлинь — добрая, озорная девчонка. С самого детства она помогала слабым и хорошо ладила с окружающими. Но вот с учебой у непоседливой Линьлинь явные проблемы. Строгая мама хочет, чтобы она во всем была похожа на местного отличника Фан Юйкэ. После очередной двойки, она требует, чтобы Линьлинь сидела над учебниками ровно столько, сколько их умный сосед. Делать нечего и девушка послушно учиться пока горит соседское окно.\
Хитрая Линьлинь придумывает план по освобождению себя от усердной учебы. Она сводит Фан Юйкэ с самой красивой девочкой школы. И на целую неделю забывает о наказе мамы. Но что-то пошло не так, и сосед опять засиживается допоздна. Так и прошел учебный год, результатом которого стало поступление Линьлинь в лучший ВУЗ страны. Но Фан Юйкэ справился не так хорошо, как должен был и поступил на тот факультет, что и Линьлинь. Чувствуя вину, за разбитое сердце соседа, девушка решается во что бы то ни стало вернуть ему возлюбленную. Но в нее ли он влюблен?",Wo Men De Qing Quan Du Shi Ni,1.2,https://doramalive.ru/dorama/lyublyu_tebya_takoy_kakaya_ty_est_2019/,https://doramy.club/13892-lyublyu-tebya-takoj-kakaya-ty-est.html
197,Космические чистильщики дорама (2021),"Драма, Приключения, Фантастика",09.04,Южная Корея,2021,https://doramy.club/wp-content/uploads/2021/02/kosmicheskie-chistilshhiki.jpg,2 часа 18 мин,"В 2092 году наша планета будет почти непригодной для жизни, почти исчезнут леса и погибнут растения. Глобальная корпорация UTS строит на орбите убежище для людей. Однако не все смогут туда попасть. И в список тех, кто не полетит на планету будущего попал Тхэ-хо со своей командой. Они космические чистильщики мусора, ловят и продают весь мусор, который летает вокруг планеты. Но однажды команде выпадает шанс изменить свою никчемную судьбу. Они находят боевого робота массового поражения и решают его продать.",Seungriho,1.2,\N,https://doramy.club/24395-kosmicheskie-chistilshhiki.html
198,Соседи по комнате / Однокомнатные соседи дорама (2014),"Комедия, Мелодрама",8.89,Япония,2014,https://doramy.club/wp-content/uploads/2018/07/sosedi-po-komnate.jpg,1 час 53 мин,"Сюжет японской мелодрамы «Однокомнатные соседи» расскажет о первых чувствах страстной любви в подростковом возрасте. В центре событий оказывается школьный красавчик Кугаяма Сюсей, с которым мечтают встречаться многие девчонки. Вот только добиться нашего героя не так просто, ведь многим девушкам он дает от ворот поворот. Парень отвергает лучшую подругу своей знакомой Аой и теперь она затаила на него злобу. Однако судьба делает Кугаяма и Аой соседями по комнате, где им предстоит многое пережить и испытать самые разные чувства.",L-DK,2.7,https://doramalive.ru/dorama/ldk/,https://doramy.club/7065-sosedi-po-komnate.html
